id	loc	bytes	jp	en
1102	14:$5562	51	ケヤキ「ほら ふとももが<br> みじかいでしょ。<end><br> だから タンモモ。<end><brk> じゃ よろしくね」	
1103	14:$5596	65	ケヤキ「Bボタンを おしながら<br> タンモモのほうに <$A7>じボタンを<br> いれれば、いれかわれるわ。<end><brk> じゃ よろしくね」	
1104	14:$55D8	56	だいくのキンジ「おっ！ きたきた！<end><br> <name>さん ちょっと いっしょに<br> きてよ。みせたいものがあるんだ」	
1105	14:$5611	36	だいくのマサ「あっ！ <name>さん！<end><br> ほらっ これっ！ みてくれよっ！」	
1106	14:$5636	54	だいくのキンジ「『そうこ』を つくっ<br> たんだぜ。このなかに アイテムを<br> とっといておけるんだ」	
1107	14:$566D	68	だいくのキンジ「<name>さんの<br> ために つくったんだ。<end><brk> まっ おれたちの できることって<br> これぐらいしか ないけど・・・」	
1108	14:$56B2	60	だいくのマサ「これで ぼうけんも<br> ぐっと ラクになるとおもうぜ。<end><br> フミちゃんのこと がんばってな！」	
1109	14:$56EF	58	<cE0:00><mode1>1<cE0:27><name>は そうこを つかえるように<br>なった！<mode1>ッ<end> あんなものや こんなものが<br>いろいろ おけるぞ！<cE0:0C>	
1110	14:$572A	36	だいくのキンジ「せっかく つくった<br> んだから つかってくれよな」	
1111	14:$574F	151	だいくのマサ「『そうこ』にアイテムを<br> おいとけば ぼうけんの とちゅうで<br> ちからつきても なくならないぜ。<end><brk> ただし つぼのなかみは すべて<br> きえるから きをつけな。<end><brk> あと ぼうけんには アイテムを<br> 5こしかもっていけないぜ。ツボは<br> なかみが きえちゃうからな」	
1112	14:$57E7	88	うらないオババ「あんなところに<br> 『そうこ』を たてよって・・・<end><brk> ひあたりが わるくなったじゃ<br> ないか！ なにも かんがえていない<br> んだから！ まったく！」	
1113	14:$5840	52	ケヤキ「さいきん むらのひとたちも<br> <name>さんのことを みとめてる<br> ようなの。<end>わたし うれしくて・・」	
1114	14:$5875	86	おかみ「たおされても くじけず<br> なんども ちょうせんする・・・<end><brk> やっぱり アンタは、あたしが<br> おもっていたとおりの オトコだワ。<br> がんばってね！」	
1115	14:$58CC	41	タグラ「これ ぼくの たいせつな<br> おもちゃなんだけど・・・<end>あげるよ」	
1116	14:$58F6	11	<name>は <cE3:02>を もらった	
1117	14:$5902	33	タグラ「そのかわり フミちゃんを<br> たすけてね。きっとだよ！」	
1118	14:$5924	54	ケヤキ「だいじょうぶ？<end>・・よかった。<br> わたし <name>さんの ケガだけが<br> しんぱいで・・・」	
1119	14:$595B	46	ぱしりのゴン「うーーっ<end> これ<br> おれの たからものなんだけど<br> おめえに やるよ」	
1120	14:$598A	11	<name>は <cE3:08>を<br>もらった	
1121	14:$5996	75	ぱしりのゴン「おれ かんぬしさまに<br> おこられそうになったら いつも<br> これつかって にげてるんだ。<end><brk> うーーっ けっこう やくだつぜ」	
1122	14:$59E2	118	ナギ「うわあぁーっ！！<end> な、なんだ<br> かいぶつじゃないのか。ビックリした<end><br> ・・・えっ おれを たすけにきた？<end><brk> やだ！ おれ かえらねえ！<br> フミを たすけるって やくそくして<br> くれたら かえってもいいけど・・」	
1123	14:$5A59	29	<cEC:08>フミを たすけるやくそくをしますか？<br>▶はい<br> いいえ	
1124	14:$5A7D	51	ナギ「けっ！ ひとりで かえりな。<br> おれひとりで やってやる。<br> か、かいぶつなんか・・・」	
1125	14:$5AB1	48	ナギ「・・・・・・・・・・・・<end><br> うえーーーーーん！！<br> やっぱ ここ こえーよーっ！！」	
1126	14:$5AE2	18	ナギ「うえーーん！ チキショー！」	
1127	14:$5AF5	101	ナギ「よし！ かえってやらあ。<br> やくそく わすれんじゃねえぞ。<end><brk> ・・・ホントは おれ すげー<br> ビビっててよ<end> だから あの<end><brk> ・・・もれそうなんだ。<end><br> はやく かえろうぜ」	
1128	14:$5AFD	93	かえってやらあ。<br> やくそく わすれんじゃねえぞ。<end><brk> ・・・ホントは おれ すげー<br> ビビっててよ<end> だから あの<end><brk> ・・・もれそうなんだ。<end><br> はやく かえろうぜ」	
1129	14:$5B5B	45	ナギ「あっ きてくれた！<end><br> はやく かえろうぜ。<br> おれ まだガマンしてんだ」	
1130	14:$5B81	7	ンしてんだ」	
1131	14:$5B89	17	ナギ「じ、じいちゃん・・・」	
1132	14:$5B9B	22	むらおさ「ナギ・・よ、よく ぶじで」	
1133	14:$5BB2	15	ナギ「じいちゃーーん！！」	
1134	14:$5BC2	19	むらおさ「ナギーッ！ うおおーっ！」	
1135	14:$5BD6	10	むらおさ「な・・・」	
1136	14:$5BE1	16	ナギ「もれちゃうーーーっ！！」	
1137	14:$5BF2	18	<cF2><cF0>ナギ「まにあった・・・」<mode1>ッ<mode0>	
1138	14:$5C05	21	<cF2><cF1>   そして、つぎのあさ・・・<mode1>ッ<mode0>	
1139	14:$5C1B	62	むらおさ「<name>さん・・・<end><br> あなたが ききたいことは<br> わかっとるつもりです。<end><brk> こんばん ここに きてくだされ」	
1140	14:$5C5A	24	おかみ「おや？ とまりかい？<br> めずらしいね」	
1141	14:$5C73	108	むらおさ「ま、まて！<br> おどろかんでくれ！<end><br> わしじゃ。むらおさじゃよ。<end><brk> こんなスガタだが りせいは ある。<br> あんたたちを おそったりは せん。<end><brk> こっちにきて わしのはなしを<br> きいてくれ」	
1142	14:$5CE0	433	むらおさ「わしらは、つきかげをあびて<br> へんしんするタイシツをもった<br> いちぞくなんじゃ<end><brk> うみのむこうでは バンパイヤとか<br> よばれているらしいがの。<end><brk> わしらは このタイシツのせいで<br> こんな ひとめのつかない ばしょで<br> かくれるように すんでいるのじゃ。<end><brk> オロチのこと・・・<br> いけにえのこと・・・<br> クヨウとうげのこと・・・<end><brk> これらについて はなすのは<br> カンベンしてくだされ。<end><brk> こうしていることも オロチには<br> たぶん つつぬけなんじゃ・・・<end><brk> じんじゃの さいせんばこの したに<br> まきものがある。<end><brk> それをよめば『りゅうの あぎと』は<br> ひらくはず ですじゃ。<end><brk> <name>さん おねがいします！<br> フミを たすけてくだされ！<end><brk> フミを たすければ いけにえの<br> シキタリも たちきれます。<end><brk> どうか フミを むらの のろわれた<br> サダメから すくってくだされ！」	
1143	14:$5E92	32	むらおさ「ん？ もういちど わしの<br> はなしをききますかの？」	
1144	14:$5EB3	21	<cEC:08>はなしをききますか？<br>▶はい<br> いいえ	
1145	14:$5ECC	93	ぱしりのゴン「うーっ こどものうちは<br> ほっさがおこるだけで へんしん<br> しちゃうんだなー。<end><brk> で、かいぶつになると なにも<br> おぼえていないんだなー。うーーっ」	
1146	14:$5F2A	96	だいくのキンジ「オトナになれば<br> ほっさもおきないし、へんしんしても<br> りせいを うしなわなくなるんだ。<end><brk> うちのあんちゃんみたいに なかなか<br> なおらないひとも いるけど・・・」	
1147	14:$5F8B	69	ロクロウ「ナギやタグラに おそわれ<br> ないよう きをつけるんだな。<end><brk> こどもたちは へんしんちゅうは<br> りせいが ないからな」	
1148	14:$5FD1	68	かんぬし「わしらは リーバしんこう<br> には えんどおいが・・・<end><brk> それでも クロンのかぜが<br> ふくことを いのりますぞ」	
1149	14:$6016	51	おかみ「ケヤキちゃんのこと さがさ<br> ないでね。<end><name>さんには<br> みられたくないと おもうから・・」	
1150	14:$604A	28	<cEC:08>さいせんばこを しらべますか？<br>▶はい<br> いいえ	
1151	14:$606A	17	<name>は さいせんばこを しらべた	
1152	14:$607C	37	コッパ「・・・まきもの あった？<end><br> え？ ないって？！<end> そんなっ！」	
1153	14:$60A2	66	おかみ「<name>さん。あの・・・<br> ケヤキちゃんなんだけど・・・<end><brk> ゆうべから もどってこないのよ。<br> どこいったのかしら？」	
1154	14:$60E5	33	おかみ「ケヤキちゃん どこ<br> いっちゃったんだろうねえ・・・」	
1155	14:$6107	31	フミのはは「<name>さん・・・<br> フミのこと おねがいします・・」	
1156	14:$6127	51	ぱしりのゴン「そこにいるのが<br> コッパなのか？<end> うーーっ<br> やっぱ くさそうだな・・・」	
1157	14:$615B	97	ロクロウ「のろわれた このカラダを<br> みられるたびに われわれのせんぞは<br> にげかくれてきた。<end><brk> そして いつしか このひみつを<br> まもることが 『テツのおきて』と<br> なったのだ」	
1158	14:$61BD	54	タグラ「きのうの よるのこと？<end><br> いつも ぐっすりと ねてるよ。<br> へんなゆめを みるけどね・・・」	
1159	14:$61F4	97	ナギ「『ふつう』や『むずかしい』へ<br> いくには そうこのいりぐちのよこの<br> カンバンに ちずがかいてあるから、<end><brk> それをみれば わかるよ。<br> フミちゃんのこと たのんだぜ！」	
1160	14:$6256	58	だいくのキンジ「ばあちゃん。そうこを<br> つくったから またハラが へっち<br> まったよ。くいもン ないかい？」	
1161	14:$6291	36	うらないオババ「ないねえ。<br> くさったおにぎり ぐらいしか・・」	
1162	14:$62B6	15	ケヤキ「あっ きがついた！」	
1163	14:$62C6	49	おかみ「ここは、ツキカゲむらだよ。<end><br> あんた、ここを でていったんじゃ<br> ないのかい？」	
1164	14:$62F8	30	ケヤキ「え？<end> むらから でられなく<br> なっちゃったの！」	
1165	14:$6317	32	おかみ「カッコよくでていったわりには<br> なんだかねえ・・・」	
1166	14:$6338	77	むらおさ「おお、どうしたのじゃ！<end><br> なに？ ツキカゲむらから<br> でられンじゃと？<end><brk> うむむむ。フシギなことが<br> おこるもんじゃ・・・」	
1167	14:$6386	125	かんぬし「なにっ！<br> むらから でれんとなっ！ うーむ。<end><brk> わしは、ダンジョンを たびする<br> ものに いつも じょげんを<br> あたえておる。<end><brk> なにについて ききたい？<end><br> ・・・と、いいたいところだが<br> これは、わしにもわからん」	
1168	14:$6404	57	フミのははおや「あっ <name>さん。<end><br> そのせつは ほんとうにおせわに・・<br> どうも ありがとうございました」	
1169	14:$643E	34	ぱしりのゴン「うーーっ なんだ。<br> あんた かえってきたのか」	
1170	14:$6461	69	ロクロウ「あれ？ もどってきたのか？<end><brk> そうか！ あんたも このむらの<br> にんげんになる けっしんが<br> ついたんだな。よしよし」	
1171	14:$64A7	41	だいくのマサ「あれ？ <name>さん<br> じゃないの。<end>どしたのよ<br> いったい・・・」	
1172	14:$64D1	62	だいくのキンジ「<nop>、<name>さん！<br> どうして・・・<end><brk> あっ・・・まさか ケヤキちゃんを<br> むかえに きたんじゃ・・・」	
1173	14:$6510	55	うらないオババ「ん？ どしたんじゃ？<end><br> あ！ まさか・・・<end>わしに<br> あいにきたのかの・・・ポッ」	
1174	14:$6548	27	タグラ「あ、おにいちゃんだ！<br> わーい わーい！」	
1175	14:$6564	27	フミ「あっ・・・どうしたの？<br> ・・・わすれもの？」	
1176	14:$6580	56	ナギ「あれ？ にいちゃんたち・・・<end><br> わかった！ モレそうに なったんで<br> ひきかえして きたんだろ！」	
1177	14:$65B9	10	ケヤキ「<name>さーん！」	
1178	14:$65C4	11	ケヤキ「はい これ！」	
1179	14:$65D0	12	<name>は<br><cE3:06>を もらった。	
1180	14:$65DD	63	ケヤキ「でられるといいわね。<end><br> ・・・けど、わたし <name>さんが<br> むらに もどってきて・・・<end><brk> うれしかった・・・」	
1181	14:$661D	26	こどもたち「ヒューヒューッ！！<br> あついねぇー！」	
1182	14:$6638	29	コッパ「ちぇ、ひやかしてやがる。<br> <name>、いこうぜ！」	
1183	14:$6656	33	ケヤキ「・・・だいじょうぶ？<end><br> あまり ムリしないでね」	
1184	14:$6678	51	おかみ「また もどってきたのかい？<br> あんた、このむらが よっぽど<br> すきなンだねえ・・・」	
1185	14:$66AC	48	むらおさ「まだ でられんのか！<end><br> うーむ フシギなことが おこる<br> もんじゃ・・・」	
1186	14:$66DD	65	だいくのマサ「え？ こんどきたら<br> ウチを たててやる？<end><br> おれ そんなこと いったっけ？<end><brk> ま、まあ そのうちな・・・」	
1187	14:$671F	52	うらないオババ「・・・で、わしと<br> あんたの しゅうげんは いつに<br> するのかの？・・・ポッ」	
1188	14:$6754	16	フミ「・・・また わすれもの？」	
1189	14:$6765	39	ナギ「またかい？<end> あんまり ガマン<br> すると からだに よくないぜ」	
1190	14:$678D	82	だいくのキンジ「・・・<name>さんは<br> ケヤキちゃんのこと むかえにきたん<br> じゃ なかったの？<end><brk> じゃ、ケヤキちゃん どうして<br> あんなに あかるく・・・」	
1191	14:$67E0	10	ケヤキ「<name>さーん！」	
1192	14:$67EB	137	ケヤキ「はい これ！<end> しきべつの<br> うでわっていう ものらしいの。<br> ずいぶん やくにたつって・・・<end>え？<end><brk> こっちには もっていけないの？！<end><br> そっかぁ・・・ざんねんね。<end><brk> わたし おうえんするぐらいしか<br> できないけど・・・<end>がんばってね！」	
1193	14:$6875	20	だいくのキンジ「ケヤキちゃん・・・」	
1194	14:$688A	59	おかみ「さっき キンジが ここきてさ<br> 『<name>さんに はなしがあるから<br> じんじゃ まで くるように』って」	
1195	14:$68C6	55	コッパ「おい <name>、あそこ！<end><br> あれ？ ケヤキちゃんも いるぜ。<br> なにか はなしているみたいだけど」	
1196	14:$68FE	33	<cF4>だいくのキンジ「いや そんでね、<br> じつは さあ・・・」	
1197	14:$6920	10	ケヤキ「・・・・・」	
1198	14:$692B	16	だいくのキンジ「なあ・・・」	
1199	14:$693C	19	だいくのキンジ「ね、どしたの？」	
1200	14:$6950	10	ケヤキ「・・・え？」	
1201	14:$695B	48	だいくのキンジ「いつもは もっと<br> しゃべるのにさ・・・なんか<br> <name>さん みたいだよ？」	
1202	14:$698C	42	ケヤキ「・・・・・・<end><br> そういって もらえるの・・・<br> すごく うれしい・・・」	
1203	14:$69B7	45	だいくのキンジ「ほんとうに スキだと<br> そのひとの クセって うつるんだ<br> よね」	
1204	14:$69E5	46	だいくのキンジ「・・・やっぱり<br> ケヤキちゃんは <name>さんの<br> ことを・・・<end>けどさ」	
1205	14:$6A14	57	ケヤキ「・・・<name>さんは ここの<br> にんげんじゃない。そして、ツキカゲ<br> むらを でていこうとしている・・」	
1206	14:$6A4E	178	だいくのキンジ「そ、そうさ。<br> まあ、いまは『でれない！』なんて<br> ダサいこと いってるけど・・・<end><brk> けど、オロチを たおすほどの<br> ひとだ。いつかは だっしゅつできる<br> だろうぜ。<end><brk> なのに ケヤキちゃんは、いつも<br> わらって みおくっている・・・<end><brk> どうして？ もう いっしょう<br> あえないかも しれないンだぜ？！」	
1207	14:$6B01	179	ケヤキ「・・・わたしだって<br> いっしょに ついていきたい、って<br> なんども おもったけど・・・<end><brk> けど ついていっても きっと<br> メイワクかける だけだろうし、<br> それに・・・<end><brk> わたし このむらでしか いきて<br> いけないし・・・<end><br> だから あきらめよう、って・・・<end><brk> スパーッと あきらめて なにもかも<br> わすれよう、って・・・」	
1208	14:$6BB5	62	だいくのキンジ「ケヤキちゃん いつも<br> えがおで みおくってるけど・・・<end><br> やっぱり おなかンなかでは・・」	
1209	14:$6BF4	20	だいくのキンジ「あ ケヤキちゃん！」	
1210	14:$6C09	52	だいくのキンジ「うーん すごい！<br> おれ かんどう しちゃった！<br> ますます ホレちゃったよ！」	
1211	14:$6C3E	227	だいくのキンジ「すごいよな！<br> オンナのひとって！<end><brk> あんな おもいを ひきずりながら<br> それでいて カラリと わらったり<br> できるんだから！<end><brk> おれが はいりこむヨチは やっぱ<br> なかったけど・・・けど、おれ<br> あきらめないからね。<end><brk> いつか あのコを ふりむかして<br> やるもンね・・・<end>なあんちゃって。<end><brk> いじょう、オンナごころを かってに<br> かいしゃくした バカな おとこの<br> ひとりごと でした。おわり」	
1212	14:$6D22	72	だいくのキンジ「あー でっかいこえ<br> だしたら すっきりした！<end><brk> さ、かえろ かえろ。<end><br> かえって・・・<end>ヤケぐいだっ！！」<br><cF3>	
1213	14:$6D6B	69	だいくのキンジ「がつがつがつがつ！<end><br> がつがつがつががつ！！<end><br> がつがつがつががつがつがつ！！！」	
1214	14:$6DB1	19	だいくのキンジ「・・・・・・・・」	
1215	14:$6DC5	39	コッパ「あれ？ アイテム こっちじゃ<br> つかえないって いわなかったけ？」	
1216	14:$6DED	36	ケヤキ「ううん？ ちがうわ。アイテム<br> とどけにきたんじゃないの」	
1217	14:$6E12	86	ケヤキ「<name>さん、あの・・<end><br> もし また むらに もどるよう<br> だったら・・・<end>そのときは、<end><brk> おまいりに つきあって？<end><br> わたし、じんじゃで まってるから」	
1218	14:$6E69	22	ケヤキ「じんじゃで・・・<end>まってます」	
1219	14:$6E80	30	ケヤキ「きてくれたんだ・・・<end><br> さ、おまいり しよ」<br><cF4>	
1220	14:$6E9F	12	ケヤキ「よし<end>、おわり」	
1221	14:$6EAC	46	ケヤキ「ありがとう。<br> つきあってくれて・・・<end>もう、<br> おもいのこすこと ないな・・・」	
1222	14:$6EDB	10	チョウモモ「ニャア」	
1223	14:$6EE6	15	コッパ「あっ、ノラネコ！」<cE7>	
1224	14:$6EF6	52	ケヤキ「このコ、たぶん タンモモの<br> きょうだいよ。<end>だから、チョウモモ<br> って なづけたの」<cE7>	
1225	14:$6F2B	237	ケヤキ「わたし、ノラネコが スキ。<br> とくに じゆうな ところが・・・<end><brk> ・・わたしね、じつは ものすごく<br> だいスキな ネコが いたんだけど、<end><brk> そのコね、もう ここには かえって<br> こないかも しれないの・・・<end><brk> かといって かいネコに おさまった<br> んじゃ そのコの いちばんのよさが<br> なくなるような きがして・・・<end><brk> ・・・でね、わたし こう<br> おもうことにしたの。<end><brk> あいたくなったら いつでもおいで、<br> って・・・」<cE7>	
1226	14:$7019	29	ケヤキ「わたしは いつも ここに<br> います・・・<end>って」<cE7>	
1227	14:$7037	54	ケヤキ「あ！ いけない！<br> わたし おかみさんに すぐに<br> もどるわ、って<end><brk> ・・・じゃあね」<br><cF3><cE7>	
1228	14:$706E	49	ケヤキ「<name>さんなら いつか<br> だっしゅつできる ひが くるわ。<br> ・・・がんばってね！」	
1229	14:$70A0	22	ナギ「ガ、ガマンできないよぉ・・・」	
1230	14:$70B7	32	ナギ「ううう。もれるまえに<br> たおれちゃうよ。たすけて・・・」	
1231	14:$70BE	25	。もれるまえに<br> たおれちゃうよ。たすけて・・・」	
1232	14:$70D8	13	フミ「・・・・・・・・・」	
1233	14:$70E6	12	フミ「たおれそう・・・」	
1234	14:$70F3	17	ポチ「ワン！ ワワン！ ワン！」	
1235	14:$7105	95	コッパ「おれは いつもフミちゃんに<br> ナデナデしてもらっていた オンギ<br> がある。<end><brk> だから おれも たすけたいんだ。<br> なかまにしてくれ・・・だってさ。<br> どうする？」	
1236	14:$7165	25	<cEC:08>ポチを なかまにしますか？<br>▶はい<br> いいえ	
1237	14:$7182	21	<cE0:28>いぬのポチが なかまになった！<mode1>ッ	
1238	14:$7198	14	ポチ「ワワワワワーーン！」	
1239	14:$71A7	43	コッパ「たすけが ほしいときは<br> いつでも こえかけてくれ・・・<br> だってさ」	
1240	14:$71D3	34	ポチ「ワン！ ワワン！ ワン！<br> （おれも なかまにしてくれ！）」	
1241	14:$71F6	121	コッパ「おれは いつもフミちゃんに<br> ナデナデしてもらっていた オンギ<br> がある。<end><brk> だから おれも たすけたいんだ。<br> なかまにしてくれ・・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや・・・だってさ」	
1242	14:$7270	67	ポチ「ワン！ ワワン！ ワン！<br> （おれも なかまにしてくれ・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや）」	
1243	14:$72B4	22	ポチ「ワン！<br> （がんばろうぜ！）」	
1244	14:$72CB	30	ポチ「ワン、ワワン！<br> （<var>なら、おれに<br> まかせろ！）」	
1245	14:$72EA	26	ポチ「クウン・・・<br> （もう ダメだ・・・）」	
1246	14:$7305	11	ニワトリ「コケーッ！」	
1247	14:$7311	158	コッパ「ワタシは しじょうさいきょう<br> のニワトリッ。<end>はっきりいって<br> ワタシは つよいッ！<end><brk> いままで だまって みてきたけど<br> むらびとの だらしなさときたら<br> もう あきれかえるワ！<end><brk> むらびとたちが いかないのなら<br> このワタシが なかまになるッ！・・<br> だってさ。どうする？」	
1248	14:$73B0	26	<cEC:08>ニワトリを なかまにしますか？<br>▶はい<br> いいえ	
1249	14:$73CE	19	<cE0:28>ニワトリが なかまになった！<mode1>ッ	
1250	14:$73E2	45	ニワトリ「コケーッ！<br> （ワタシは さいきょうのニワトリ。<br> なかまとして つれてけ！）」	
1251	14:$7410	184	コッパ「ワタシは しじょうさいきょう<br> のニワトリッ。<end>はっきりいって<br> ワタシは つよいッ！<end><brk> いままで だまって みてきたけど<br> むらびとの だらしなさときたら<br> もう あきれかえるワ！<end><brk> むらびとたちが いかないのなら<br> このワタシが なかまになるッ！・・<end><brk> と おもったけど すでになかまが<br> いるなら いいや・・・だってさ」	
1252	14:$74C9	78	ニワトリ「コケーッ！<br> （ワタシは さいきょうのニワトリ。<br> なかまとして つれてけ！<end><brk> と おもったけど すでになかまが<br> いるなら いいっ！）」	
1253	14:$7518	33	ニワトリ「コッコッコッコッ！<br> （ムテキのちからをみせてやる！）」	
1254	14:$753A	48	ニワトリ「コケーッ！ コケーッ！<br> （<var>など、しょせん<br> ザコッ！ オロチを だせッ！）」	
1255	14:$756B	53	ニワトリ「ゴフッ、コケコケコ・・・<br> （グフッ このワタシも ついに<br> ちからつきるときが・・・）」	
1256	14:$75A1	44	タンモモ「ニャーニャー<br> （ワガハイは、ぺケネコでし。<br> なかまに しましか？）」	
1257	14:$75CE	26	<cEC:08>タンモモを なかまにしますか？<br>▶はい<br> いいえ	
1258	14:$75EC	51	タンモモ「ニャーン！（ワガハイは<br> ぺケネコでし。タンモモ？・・・<br> ヘンな なまえでし！）」	
1259	14:$7620	36	タンモモ「ニャン、ニャニャン！<br> （<var>なんて<br> ちょろいもンでし！）」	
1260	14:$7645	52	タンモモ「ニャニャ？ ニャー！<br> （ありゃ？ けど、そんなとこに<br> いるほうが わるいンでし！）」	
1261	14:$767A	30	タンモモ「ニャニャニャー・・・<br> （しにそうでし・・・）」	
1262	14:$7699	22	<cE0:28>ネコのタンモモが なかまになった！<mode1>ッ	
1263	14:$76B0	15	タンモモ「フギャーーーッ！」	
1264	14:$76C0	78	タンモモ「ニャーニャー<br> （ワガハイは、ぺケネコでし。<br> なかまに しましか？<end><brk> と おもったけど すでになかまが<br> いるなら いいでし）」	
1265	14:$770F	58	タンモモ「ニャーニャー<br> （あれから とっくんして すこしは<br> つよく なったでし。<end><brk> なかまに しましか？）」	
1266	14:$774A	66	タンモモ「ニャーニャー<br> （もう クヨウとうげでは てきは<br> いないぐらい つよくなったでし。<end><brk> なかまに しましか？）」	
1267	14:$778D	29	こどもマムル「ぼくも つれていって<br> くれよう・・・」	
1268	14:$77AB	17	こどもマムル「こわいよう・・・」	
1269	14:$77BD	21	こどもマムル「もう・・・ダメだ・・」	
1270	14:$77D3	41	こどもマムル「たすけてくれて<br> ありがとう。<end>おれいに これ<br> あげるよ！」	
1271	14:$77FD	12	<name>は、<cE3:FD>を<br>もらった！	
1272	14:$780A	20	こどもマムル「じゃあね。さようなら」	
1273	14:$781F	48	こどもマムル「たすけてくれて<br> ありがとう。<end>おれいに これを<br> そうこに おくっておくよ」	
1274	14:$7850	93	こどもマムル「たすけてくれて<br> ありがとう。<end>おれいに なにか<br> あげたいけど・・・<end><brk> もちものも そうこも いっぱい<br> だから わたせないや。<br> じゃあね。さようなら」	
1275	14:$78AE	16	<name>は、マムルのけんを<br>もらった！	
1276	14:$78BF	16	<name>は、マムルのたてを<br>もらった！	
1277	14:$78D0	16	<cEC:04>フミは、ねむっている。<br> <br>	
1278	14:$78E1	17	<cEC:04>ナギは、ねむっている。<br> <br>	
1279	14:$78F3	17	<cEC:04>ポチは、ねむっている。<br> <br>	
1280	14:$7905	18	<cEC:04>ニワトリは、ねむっている。<br> <br>	
1281	14:$7918	18	<cEC:04>タンモモは、ねむっている。<br> <br>	
1282	14:$792B	21	<cEC:04>こどもマムルは、ねむっている。<br> <br>	
1283	14:$7941	42	コッパ「ちょっと『りゅうの あぎと』<br> を しらべてから ここをでようぜ」	
1284	14:$796C	17	コッパ「<name>、むらにもどろう！」	
1285	14:$797E	42	コッパ「なあ <name>、おもいきって<br> むらおさに むらのひみつを きいて<br> みようよ」	
1286	14:$79A9	43	コッパ「とりあえず 『ととや』で<br> ひとやすみして、よるになるのを<br> まつか！」	
1287	14:$79D5	34	コッパ「やけに しずかだな・・・<br> だれも いないのかな？」	
1288	14:$79F8	37	コッパ「<name>！ じんじゃだ！<br> さいせんばこを しらべようよ！」	
1289	14:$7A1E	64	コッパ「そういえばオイラ、どうぶつの<br> コトバが わかるンだ。むらにいる<br> どうぶつに はなしかけてみようよ」	
1290	14:$7A5F	21	コッパ「とりあえず きたけど・・・」	
1291	14:$7A75	30	コッパ「はやいとこ フミちゃんを<br> つれて かえろうぜ」	
1292	14:$7A94	39	コッパ「あとは、 フミちゃんを<br> たすけるだけだ。がんばろうぜ！」	
1293	14:$7ABC	26	コッパ「どうなってんだ？！<br> いったい・・・」	
1294	14:$7AD7	35	コッパ「なんだか ここからでるの<br> たいへんみたいだな・・・」	
1295	14:$7AFB	47	コッパ「キンジのやつ・・・<br> ケヤキちゃんの ホンネをきかせる<br> ために ワザと・・・」	
1296	14:$7B2B	48	コッパ「ケヤキちゃん、じんじゃで<br> まってるって いってたけど・・・<br> どうする？」	
1297	14:$7B5C	31	コッパ「さっきのノラネコ・・・<br> どっか いっちゃったな」	
1298	14:$7B7C	36	コッパ「・・・なあ、オイラたち<br> いつになったら でれるンだろ？」	
1299	14:$7BA1	32	コッパ「あいかわらず おっかなそうな<br> ところだな・・・」	
1300	14:$7BC2	47	コッパ「ブルル・・・なんか<br> おっかない ところだったな。<br> はやいとこ かえろうぜ」	
1301	14:$7BF2	16	コッパ「・・・<name>、いこうぜ」	
1302	14:$7C03	11	コッパ「・・・・・」	
1303	14:$7C78	14	ふつうをポチをつれてクリア	
1304	14:$7C87	15	ふつうをタンモモをつれてクリア	
1305	14:$7C97	15	ふつうをニワトリをつれてクリア	
1306	14:$7CA7	17	むずかしいをポチをつれてクリア	
1307	14:$7CB9	18	むずかしいをタンモモをつれてクリア	
1308	14:$7CCC	18	むずかしいをニワトリをつれてクリア	
1309	14:$7CDF	17	ツキカゲむらからだっしゅつした	
1310	14:$7CF1	17	ぼうけんが1000かいをこえた	
1311	14:$7D03	19	90000ギタンいじょうでクリア	
1312	14:$7D17	10	0ギタンでクリア	
1313	14:$7D22	21	さいだいまんぷくど200％でクリア	
1314	14:$7D38	22	さいだいまんぷくど10％いかでクリア	
1315	14:$7D4F	11	ちから1でクリアした	
1316	14:$7D5B	12	HPさいだいでクリア	
1317	14:$7D68	10	レベル1でクリア	
1318	14:$7D73	19	すべてごうせいしたぶきをつくった	
1319	14:$7D87	18	すべてごうせいしたたてをつくった	
1320	14:$7D9A	17	ひけんカブラステギをてにいれた	
1321	14:$7DAC	15	らせんフウマのたてをてにいれた	
1322	14:$7DBC	16	ちからが30いじょうになった	
1323	14:$7DCD	15	レベルがさいだいになった	
1324	14:$7DDD	9	てんしゅをたおした	
1325	14:$7DE7	18	くさったおにぎりをたべてたおれた	
1326	14:$7DFA	11	おとしあなでたおれた	
1327	14:$7E06	10	どくやでたおれた	
1328	14:$7E11	10	おおいわでたおれた	
1329	14:$7E1C	16	ねむっているあいだにたおされた	
1330	14:$7E2D	9	マムルにたおされた	
1331	14:$7E37	13	こどもマムルにたおされた	
1332	14:$7E45	16	999999ギタンもってクリア	
1333	14:$7E56	10	タンモモにたおされた	
1334	14:$7E61	9	ポチにたおされた	
1335	14:$7E6B	10	ニワトリにたおされた	
1336	14:$7E76	11	にせシレンにたおされた	
1337	14:$7E82	21	えんとうをはめてごうせいツボをなげた	
1338	14:$7E98	7	ふつうをクリア	
1339	14:$7EA0	20	ふつうをどうぐをもちださずクリア	
1340	14:$7EB5	10	むずかしいをクリア	
1341	14:$7EC0	23	むずかしいをどうぐをもちださずクリア	
1342	14:$7ED8	12	こどもマムルをたすけた	
